,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__C,param_classifier__dual,param_classifier__loss,param_classifier__max_iter,param_classifier__penalty,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
25,0.27249884605407715,0.025606709121776483,0.0,0.0,0.5,False,hinge,5000,l2,"{'classifier__C': 0.5, 'classifier__dual': False, 'classifier__loss': 'hinge', 'classifier__max_iter': 5000, 'classifier__penalty': 'l2'}",,,,,,,,31
26,0.7092856884002685,0.08254450634567542,0.0773505687713623,0.019743049401044193,0.5,False,squared_hinge,1000,l2,"{'classifier__C': 0.5, 'classifier__dual': False, 'classifier__loss': 'squared_hinge', 'classifier__max_iter': 1000, 'classifier__penalty': 'l2'}",0.9816247582205029,0.988394584139265,0.9753265602322206,0.9317851959361393,0.9269472665699081,0.9608156730196071,0.02605385870951587,11
27,0.753694486618042,0.06366199456796974,0.07306766510009766,0.022743290695662402,0.5,False,squared_hinge,5000,l2,"{'classifier__C': 0.5, 'classifier__dual': False, 'classifier__loss': 'squared_hinge', 'classifier__max_iter': 5000, 'classifier__penalty': 'l2'}",0.9816247582205029,0.988394584139265,0.9753265602322206,0.9317851959361393,0.9269472665699081,0.9608156730196071,0.02605385870951587,11
28,0.6371906280517579,0.049734694343438204,0.048815155029296876,0.015889315971666658,0.5,True,hinge,1000,l2,"{'classifier__C': 0.5, 'classifier__dual': True, 'classifier__loss': 'hinge', 'classifier__max_iter': 1000, 'classifier__penalty': 'l2'}",0.9806576402321083,0.9903288201160542,0.9787131107885825,0.9361393323657474,0.9327527818093856,0.9637183370623756,0.02424610546668884,1
29,0.6149026870727539,0.05074748450937291,0.046536922454833984,0.006038385581735367,0.5,True,hinge,5000,l2,"{'classifier__C': 0.5, 'classifier__dual': True, 'classifier__loss': 'hinge', 'classifier__max_iter': 5000, 'classifier__penalty': 'l2'}",0.9806576402321083,0.9903288201160542,0.9787131107885825,0.9361393323657474,0.9327527818093856,0.9637183370623756,0.02424610546668884,1
30,0.4642922401428223,0.015255930920038024,0.04508461952209473,0.01035943923702636,0.5,True,squared_hinge,1000,l2,"{'classifier__C': 0.5, 'classifier__dual': True, 'classifier__loss': 'squared_hinge', 'classifier__max_iter': 1000, 'classifier__penalty': 'l2'}",0.9816247582205029,0.988394584139265,0.9753265602322206,0.9317851959361393,0.9269472665699081,0.9608156730196071,0.02605385870951587,11
31,0.44768052101135253,0.029245373199637843,0.04856705665588379,0.008996129285378535,0.5,True,squared_hinge,5000,l2,"{'classifier__C': 0.5, 'classifier__dual': True, 'classifier__loss': 'squared_hinge', 'classifier__max_iter': 5000, 'classifier__penalty': 'l2'}",0.9816247582205029,0.988394584139265,0.9753265602322206,0.9317851959361393,0.9269472665699081,0.9608156730196071,0.02605385870951587,11
32,0.3085312843322754,0.07070886880875003,0.0,0.0,1,False,hinge,1000,l2,"{'classifier__C': 1, 'classifier__dual': False, 'classifier__loss': 'hinge', 'classifier__max_iter': 1000, 'classifier__penalty': 'l2'}",,,,,,,,31
33,0.29511098861694335,0.03833917060249922,0.0,0.0,1,False,hinge,5000,l2,"{'classifier__C': 1, 'classifier__dual': False, 'classifier__loss': 'hinge', 'classifier__max_iter': 5000, 'classifier__penalty': 'l2'}",,,,,,,,31
34,0.7833733081817627,0.10116030743885907,0.08419413566589355,0.018813567763012545,1,False,squared_hinge,1000,l2,"{'classifier__C': 1, 'classifier__dual': False, 'classifier__loss': 'squared_hinge', 'classifier__max_iter': 1000, 'classifier__penalty': 'l2'}",0.9821083172147002,0.9888781431334622,0.9758103531688437,0.9317851959361393,0.926463473633285,0.9610090966172861,0.02641353629266039,7
35,0.7956366062164306,0.03917554180755233,0.08617310523986817,0.011938399209148444,1,False,squared_hinge,5000,l2,"{'classifier__C': 1, 'classifier__dual': False, 'classifier__loss': 'squared_hinge', 'classifier__max_iter': 5000, 'classifier__penalty': 'l2'}",0.9821083172147002,0.9888781431334622,0.9758103531688437,0.9317851959361393,0.926463473633285,0.9610090966172861,0.02641353629266039,7
36,0.7801833629608155,0.07784204589746661,0.0524712085723877,0.0169539824434272,1,True,hinge,1000,l2,"{'classifier__C': 1, 'classifier__dual': True, 'classifier__loss': 'hinge', 'classifier__max_iter': 1000, 'classifier__penalty': 'l2'}",0.9816247582205029,0.9888781431334622,0.9753265602322206,0.9327527818093856,0.9274310595065312,0.9612026605804204,0.0258162568515244,5
37,0.6898219585418701,0.08519996179458973,0.04722895622253418,0.011297469713294931,1,True,hinge,5000,l2,"{'classifier__C': 1, 'classifier__dual': True, 'classifier__loss': 'hinge', 'classifier__max_iter': 5000, 'classifier__penalty': 'l2'}",0.9816247582205029,0.9888781431334622,0.9753265602322206,0.9327527818093856,0.9274310595065312,0.9612026605804204,0.0258162568515244,5
38,0.4301867961883545,0.02475036556264089,0.04663705825805664,0.012242678086419838,1,True,squared_hinge,1000,l2,"{'classifier__C': 1, 'classifier__dual': True, 'classifier__loss': 'squared_hinge', 'classifier__max_iter': 1000, 'classifier__penalty': 'l2'}",0.9821083172147002,0.9888781431334622,0.9758103531688437,0.9317851959361393,0.926463473633285,0.9610090966172861,0.02641353629266039,7
39,0.49621996879577634,0.028642168554054104,0.03991355895996094,0.013414630302667577,1,True,squared_hinge,5000,l2,"{'classifier__C': 1, 'classifier__dual': True, 'classifier__loss': 'squared_hinge', 'classifier__max_iter': 5000, 'classifier__penalty': 'l2'}",0.9821083172147002,0.9888781431334622,0.9758103531688437,0.9317851959361393,0.926463473633285,0.9610090966172861,0.02641353629266039,7
